year,countryA,countryB,value_toA,value_toB,magnitude_toA,magnitude_toB,qualifier_toA,qualifier_toB,netflow,net_destination
2009,FRA,TKL,0,NA,NIL,NA,NA,NA,NA,NA
2009,BRA,LAO,0,0,NIL,NIL,NA,NA,0,BRA
2009,MYS,WSM,0,NA,NIL,NA,NA,NA,NA,NA
2009,LCA,OMN,0,0,NIL,NIL,NA,NA,0,LCA
2009,NGA,ZWE,NA,22,NA,NA,NA,NA,NA,NA
2009,BDI,HRV,NA,0,NA,NIL,NA,NA,NA,NA
2009,EST,RUS,57,543,NA,NA,NA,NA,486,RUS
2009,MKD,SWZ,0,NA,NIL,NA,NA,NA,NA,NA
2009,CPV,GEO,NA,0,NA,NIL,NA,NA,NA,NA
2009,THA,TON,0,NA,NIL,NA,NA,NA,NA,NA
2009,MAC,MUS,0,NA,NIL,NA,NA,NA,NA,NA
2009,AFG,BIH,0,NA,NIL,NA,NA,NA,NA,NA
2009,HRV,SLV,0,8,NIL,NA,NA,NA,8,SLV
2009,ALB,THA,NA,0,NA,NIL,NA,NA,NA,NA
2009,GRC,SAU,NA,0,NA,NIL,NA,NA,NA,NA
2009,NPL,SEN,0,NA,NIL,NA,NA,NA,NA,NA
2009,SLV,TTO,1,NA,NA,NA,NA,NA,NA,NA
2009,SLV,SMR,0,NA,NIL,NA,NA,NA,NA,NA
2009,COL,DJI,NA,0,NA,NIL,NA,NA,NA,NA
2009,DNK,SWE,1524,222,NA,NA,NA,NA,1302,DNK
2009,GIN,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,CMR,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,BOL,PRT,NA,3,NA,NA,NA,NA,NA,NA
2009,CZE,PAN,10,NA,NA,NA,NA,NA,NA,NA
2009,KIR,UZB,NA,0,NA,NIL,NA,NA,NA,NA
2009,ERI,ROU,NA,0,NA,NIL,NA,NA,NA,NA
2009,BIH,BRB,NA,0,NA,NIL,NA,NA,NA,NA
2009,FSM,PRT,NA,0,NA,NIL,NA,NA,NA,NA
2009,ARM,ROU,0,10,NIL,NA,NA,NA,10,ROU
2009,DMA,GEO,NA,0,NA,NIL,NA,NA,NA,NA
2009,DJI,GIB,0,NA,NIL,NA,NA,NA,NA,NA
2009,CAF,MAR,NA,0,NA,NIL,NA,NA,NA,NA
2009,KWT,MDG,0,NA,NIL,NA,NA,NA,NA,NA
2009,MAR,MDV,0,NA,NIL,NA,NA,NA,NA,NA
2009,SAU,ZAF,34,NA,NA,NA,NA,NA,NA,NA
2009,IRL,SGP,69,NA,NA,NA,NA,NA,NA,NA
2009,SLB,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,ISL,KOR,4,0,NA,NIL,NA,NA,4,ISL
2009,ARG,CYP,NA,0,NA,NIL,NA,NA,NA,NA
2009,LIE,THA,0,0,NIL,NIL,NA,NA,0,LIE
2009,CYP,DNK,3,5,NA,NA,NA,NA,2,DNK
2009,MMR,OMN,NA,0,NA,NIL,NA,NA,NA,NA
2009,DOM,SLV,NA,3,NA,NA,NA,NA,NA,NA
2009,DNK,GUY,0,NA,NIL,NA,NA,NA,NA,NA
2009,ERI,RUS,NA,6,NA,NA,NA,NA,NA,NA
2009,NZL,VUT,42,NA,NA,NA,NA,NA,NA,NA
2009,IRL,KOR,2,4,NA,NA,NA,NA,2,KOR
2009,SAU,SLE,35,NA,NA,NA,NA,NA,NA,NA
2009,GHA,HKG,NA,0,NA,NIL,NA,NA,NA,NA
2009,AGO,PRK,NA,0,NA,NIL,NA,NA,NA,NA
2009,KOR,NIC,0,NA,NIL,NA,NA,NA,NA,NA
2009,DEU,DNK,NA,1208,NA,NA,NA,NA,NA,NA
2009,KIR,THA,NA,0,NA,NIL,NA,NA,NA,NA
2009,KOR,TKM,2,NA,NA,NA,NA,NA,NA,NA
2009,MLT,ZAF,0,NA,NIL,NA,NA,NA,NA,NA
2009,CAN,HKG,1797,24,NA,NA,NAT_EST,NA,1773,CAN
2009,IRL,SVN,8,0,NA,NIL,NA,NA,8,IRL
2009,BDI,RUS,NA,82,NA,NA,NA,NA,NA,NA
2009,NLD,TKL,0,NA,NIL,NA,NA,NA,NA,NA
2009,KOR,ROU,26,15,NA,NA,NA,NA,11,KOR
2009,VNM,VNM,0,NA,NA,NA,NA,NA,NA,NA
2009,DMA,TUR,NA,1,NA,NA,NA,NA,NA,NA
2009,BEL,SUR,17,NA,NA,NA,NA,NA,NA,NA
2009,DJI,UZB,0,0,NIL,NIL,NA,NA,0,DJI
2009,IRN,JOR,3,63,NA,NA,NA,NA,60,JOR
2009,COM,RWA,0,NA,NIL,NA,NA,NA,NA,NA
2009,ISL,SOM,0,NA,NIL,NA,NA,NA,NA,NA
2009,COG,NER,NA,6,NA,NA,NA,NA,NA,NA
2009,GRD,SLV,0,0,NIL,NIL,NA,NA,0,GRD
2009,EST,SEN,0,NA,NIL,NA,NA,NA,NA,NA
2009,FRA,PRY,78,NA,NA,NA,NA,NA,NA,NA
2009,CHL,LKA,0,NA,NIL,NA,NA,NA,NA,NA
2009,SLV,SLV,0,NA,NIL,NA,NA,NA,NA,NA
2009,LIE,MCO,0,NA,NIL,NA,NA,NA,NA,NA
2009,FIN,NPL,451,0,NA,NIL,NA,NA,451,FIN
2009,KOR,MNE,0,NA,NIL,NA,NA,NA,NA,NA
2009,BEL,LTU,22,1,NA,NA,NA,NA,21,BEL
2009,MOZ,MOZ,0,NA,NA,NA,NA,NA,NA,NA
2009,DZA,PRK,NA,0,NA,NIL,NA,NA,NA,NA
2009,KNA,SRB,NA,0,NA,NIL,NA,NA,NA,NA
2009,BRN,ZMB,0,NA,NIL,NA,NA,NA,NA,NA
2009,MDV,PRK,NA,0,NA,NIL,NA,NA,NA,NA
2009,BRA,EST,3,2,NA,NA,NA,NA,1,BRA
2009,IRN,UKR,1,1789,NA,NA,NA,NA,1788,UKR
2009,BRA,PHL,1,NA,NA,NA,NA,NA,NA,NA
2009,MCO,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,LIE,PLW,0,NA,NIL,NA,NA,NA,NA,NA
2009,LCA,PRT,0,0,NIL,NIL,NA,NA,0,LCA
2009,GIN,MYS,NA,107,NA,NA,NA,NA,NA,NA
2009,AND,QAT,NA,0,NA,NIL,NA,NA,NA,NA
2009,FIN,HRV,16,0,NA,NIL,NA,NA,16,FIN
2009,BOL,DJI,NA,0,NA,NIL,NA,NA,NA,NA
2009,ARM,TUV,0,NA,NIL,NA,NA,NA,NA,NA
2009,SLV,SVK,0,0,NIL,NIL,NA,NA,0,SLV
2009,COK,SVN,NA,0,NA,NIL,NA,NA,NA,NA
2009,KGZ,SGP,0,NA,NIL,NA,NA,NA,NA,NA
2009,BEL,TKM,0,NA,NIL,NA,NA,NA,NA,NA
2009,NPL,SAU,0,65,NIL,NA,NA,NA,65,SAU
2009,BLR,IRL,0,11,NIL,NA,NA,NA,11,IRL
2009,BTN,IRL,NA,0,NA,NIL,NA,NA,NA,NA
2009,BHR,HUN,NA,0,NA,NIL,NA,NA,NA,NA
2009,LVA,SLE,0,NA,NIL,NA,NA,NA,NA,NA
2009,AUT,BRN,0,0,NIL,NIL,NA,NA,0,AUT
2009,DJI,IDN,0,NA,NIL,NA,NA,NA,NA,NA
2009,MHL,SVK,NA,0,NA,NIL,NA,NA,NA,NA
2009,AUT,NGA,104,NA,NA,NA,NA,NA,NA,NA
2009,MAR,MLT,2,1,NA,NA,NA,NA,1,MAR
2009,CHE,MKD,68,3,NA,NA,NA,NA,65,CHE
2009,BGR,NLD,3,570,NA,NA,NA,NA,567,NLD
2009,ABW,SYC,0,0,NIL,NA,NA,NA,0,ABW
2009,DJI,GIN,0,NA,NIL,NA,NA,NA,NA,NA
2009,AFG,GBR,0,144,NIL,NA,NA,NA,144,GBR
2009,ATG,LBY,0,NA,NIL,NA,NA,NA,NA,NA
2009,HUN,SWE,390,47,NA,NA,NA,NA,343,HUN
2009,BGD,DJI,NA,0,NA,NIL,NA,NA,NA,NA
2009,BEL,LBN,20,NA,NA,NA,NA,NA,NA,NA
2009,ABW,SVN,0,0,NIL,NIL,NA,NA,0,ABW
2009,MKD,TUR,32,335,NA,NA,NA,NA,303,TUR
2009,BRN,UGA,0,NA,NIL,NA,NA,NA,NA,NA
2009,SLV,UKR,0,0,NIL,NIL,NA,NA,0,SLV
2009,NPL,UKR,0,0,NIL,NIL,NA,NA,0,NPL
2009,GIN,HRV,NA,0,NA,NIL,NA,NA,NA,NA
2009,SGP,ZWE,NA,0,NA,NIL,NA,NA,NA,NA
2009,COL,PRK,NA,0,NA,NIL,NA,NA,NA,NA
2009,MAC,THA,2,0,NA,NIL,NA,NA,2,MAC
2009,OMN,TCA,0,NA,NIL,NA,NA,NA,NA,NA
2009,AFG,ETH,0,NA,NIL,NA,NA,NA,NA,NA
2009,ABW,SLV,0,0,NIL,NIL,NA,NA,0,ABW
2009,LTU,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2009,CZE,NRU,0,NA,NIL,NA,NA,NA,NA,NA
2009,ARM,BHR,0,NA,NIL,NA,NA,NA,NA,NA
2009,GRD,MCO,0,NA,NIL,NA,NA,NA,NA,NA
2009,CUB,MSR,0,NA,NIL,NA,NA,NA,NA,NA
2009,KWT,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2009,BLZ,KOR,NA,2,NA,NA,NA,NA,NA,NA
2009,LVA,UKR,61,0,NA,NIL,NA,NA,61,LVA
2009,CIV,NPL,0,0,NIL,NIL,NAT_EST,NA,0,CIV
2009,ROU,TKM,13,NA,NA,NA,NA,NA,NA,NA
2009,ISL,SEN,0,NA,NIL,NA,NA,NA,NA,NA
2009,AUS,CAN,4390,282,NA,NA,NA,NAT_EST,4108,AUS
2009,BRB,PAK,0,NA,NIL,NA,NA,NA,NA,NA
2009,POL,SLV,2,0,NA,NIL,NA,NA,2,POL
2009,KHM,NOR,NA,2,NA,NA,NA,NA,NA,NA
2009,CZE,FIN,8,48,NA,NA,NA,NA,40,FIN
2009,IRN,LIE,0,0,NIL,NIL,NA,NA,0,IRN
2009,GBR,LUX,890,NA,NA,NA,NA,NA,NA,NA
2009,GRD,MMR,1,NA,NA,NA,NA,NA,NA,NA
2009,COD,LTU,NA,0,NA,NIL,NA,NA,NA,NA
2009,AFG,GAB,0,NA,NIL,NA,NA,NA,NA,NA
2009,CRI,THA,NA,1,NA,NA,NA,NA,NA,NA
2009,GHA,LCA,NA,0,NA,NIL,NA,NA,NA,NA
2009,MAC,SLV,0,10,NIL,NA,NA,NA,10,SLV
2009,SLB,ZWE,NA,0,NA,NIL,NA,NA,NA,NA
2009,MEX,SLV,NA,86,NA,NA,NA,NA,NA,NA
2009,IRL,PRY,1,NA,NA,NA,NA,NA,NA,NA
2009,GNQ,MLT,NA,0,NA,NIL,NA,NA,NA,NA
2009,AUS,ITA,361,48,NA,NA,NA,NA,313,AUS
2009,CIV,XDN,0,NA,NA,NA,NAT_EST,NA,NA,NA
2009,COL,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,AND,IRN,NA,0,NA,NIL,NA,NA,NA,NA
2009,SVK,TJK,5,0,NA,NIL,NA,NA,5,SVK
2009,POL,TTO,0,NA,NIL,NA,NA,NA,NA,NA
2009,DJI,SYC,0,0,NIL,NA,NA,NA,0,DJI
2009,KHM,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,CZE,MEX,15,NA,NA,NA,NA,NA,NA,NA
2009,CHL,SWZ,0,NA,NIL,NA,NA,NA,NA,NA
2009,IND,MDA,NA,14,NA,NA,NA,NA,NA,NA
2009,MAC,OMN,0,1,NIL,NA,NA,NA,1,OMN
2009,KNA,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
2009,KGZ,MOZ,0,NA,NIL,NA,NA,NA,NA,NA
2009,STP,SVN,NA,0,NA,NIL,NA,NA,NA,NA
2009,LIE,MKD,0,0,NIL,NIL,NA,NA,0,LIE
2009,SLV,TLS,0,NA,NIL,NA,NA,NA,NA,NA
2009,IND,NPL,NA,0,NA,NIL,NA,NA,NA,NA
2009,BDI,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,LVA,VNM,0,NA,NIL,NA,NA,NA,NA,NA
2009,BRA,KHM,0,NA,NIL,NA,NA,NA,NA,NA
2009,ITA,MKD,397,1,NA,NA,NA,NA,396,ITA
2009,EGY,QAT,NA,329,NA,NA,NA,NA,NA,NA
2009,ISR,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,HTI,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,FRA,TJK,23,0,NA,NIL,NA,NA,23,FRA
2009,CIV,GIB,0,NA,NIL,NA,NAT_EST,NA,NA,NA
2009,LTU,PRK,0,0,NIL,NIL,NA,NA,0,LTU
2009,IRL,ZMB,28,NA,NA,NA,NA,NA,NA,NA
2009,BRA,HND,20,NA,NA,NA,NA,NA,NA,NA
2009,LBN,TJK,NA,0,NA,NIL,NA,NA,NA,NA
2009,DZA,FIN,NA,9,NA,NA,NA,NA,NA,NA
2009,EST,LBR,0,NA,NIL,NA,NA,NA,NA,NA
2009,BLR,TTO,0,NA,NIL,NA,NA,NA,NA,NA
2009,ARM,NLD,0,9,NIL,NA,NA,NA,9,NLD
2009,ARM,NPL,11,0,NA,NIL,NA,NA,11,ARM
2009,ESP,SWE,115,214,NA,NA,NA,NA,99,SWE
2009,AUT,MDV,1,NA,NA,NA,NA,NA,NA,NA
2009,ROU,SRB,198,2,NA,NA,NA,NA,196,ROU
2009,MDA,PRK,0,0,NIL,NIL,NA,NA,0,MDA
2009,BMU,LBR,0,NA,NIL,NA,NA,NA,NA,NA
2009,MDA,SLV,0,0,NIL,NIL,NA,NA,0,MDA
2009,COM,KWT,0,0,NIL,NIL,NA,NA,0,COM
2009,CHL,PSE,0,0,NIL,NIL,NA,NA,0,CHL
2009,HKG,KAZ,0,0,NIL,NIL,NA,NA,0,HKG
2009,BGD,PRK,NA,0,NA,NIL,NA,NA,NA,NA
2009,GNB,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,MKD,TTO,0,NA,NIL,NA,NA,NA,NA,NA
2009,MLT,PRK,0,0,NIL,NIL,NA,NA,0,MLT
2009,MKD,TCA,0,NA,NIL,NA,NA,NA,NA,NA
2009,CAF,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,IRN,QAT,0,189,NIL,NA,NA,NA,189,QAT
2009,NIU,RUS,NA,0,NA,NIL,NA,NA,NA,NA
2009,MKD,MUS,0,NA,NIL,NA,NA,NA,NA,NA
2009,EST,UGA,1,NA,NA,NA,NA,NA,NA,NA
2009,GRD,HRV,2,0,NA,NIL,NA,NA,2,GRD
2009,LUX,MDA,NA,0,NA,NIL,NA,NA,NA,NA
2009,OMN,RWA,0,NA,NIL,NA,NA,NA,NA,NA
2009,JPN,UZB,NA,0,NA,NIL,NA,NA,NA,NA
2009,AUT,SEN,7,NA,NA,NA,NA,NA,NA,NA
2009,JAM,UKR,NA,0,NA,NIL,NA,NA,NA,NA
2009,MDA,NPL,0,0,NIL,NIL,NA,NA,0,MDA
2009,ATG,SMR,0,NA,NIL,NA,NA,NA,NA,NA
2009,ISL,TZA,0,NA,NIL,NA,NA,NA,NA,NA
2009,BRN,USA,0,NA,NIL,NA,NA,NA,NA,NA
2009,LTU,MKD,0,0,NIL,NIL,NA,NA,0,LTU
2009,SLV,SUR,0,NA,NIL,NA,NA,NA,NA,NA
2009,MAR,SYC,0,0,NIL,NA,NA,NA,0,MAR
2009,MNE,SRB,NA,3729,NA,NA,NA,NA,NA,NA
2009,PSE,TUR,0,192,NIL,NA,NA,NA,192,TUR
2009,LBN,SWE,NA,50,NA,NA,NA,NA,NA,NA
2009,MDG,UKR,NA,0,NA,NIL,NA,NA,NA,NA
2009,MLI,THA,NA,1,NA,NA,NA,NA,NA,NA
2009,JAM,POL,NA,1,NA,NA,NA,NA,NA,NA
2009,GNB,LVA,NA,0,NA,NIL,NA,NA,NA,NA
2009,JPN,XDN,28,NA,NA,NA,NA,NA,NA,NA
2009,MKD,ZWE,0,0,NIL,NIL,NA,NA,0,MKD
2009,AIA,NPL,NA,0,NA,NIL,NA,NA,NA,NA
2009,EST,TGO,0,NA,NIL,NA,NA,NA,NA,NA
2009,UGA,UZB,NA,0,NA,NIL,NA,NA,NA,NA
2009,PRK,VNM,0,NA,NIL,NA,NA,NA,NA,NA
2009,CPV,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,CUB,XDN,0,NA,NIL,NA,NA,NA,NA,NA
2009,COL,SVN,NA,1,NA,NA,NA,NA,NA,NA
2009,BRA,TCD,0,NA,NIL,NA,NA,NA,NA,NA
2009,ARG,NZL,NA,22,NA,NA,NA,NA,NA,NA
2009,CHL,MDA,0,0,NIL,NIL,NA,NA,0,CHL
2009,GRD,IRL,4,0,NA,NIL,NA,NA,4,GRD
2009,SWE,TUV,0,NA,NIL,NA,NA,NA,NA,NA
2009,HND,IRN,NA,0,NA,NIL,NA,NA,NA,NA
2009,IND,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,MNG,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2009,BGD,BMU,NA,2,NA,NA,NA,NA,NA,NA
2009,BGR,ERI,0,NA,NIL,NA,NA,NA,NA,NA
2009,MWI,SWE,NA,14,NA,NA,NA,NA,NA,NA
2009,CUB,LAO,40,0,NA,NIL,NA,NA,40,CUB
2009,ATG,JOR,0,1,NIL,NA,NA,NA,1,JOR
2009,CIV,SDN,0,NA,NIL,NA,NAT_EST,NA,NA,NA
2009,IDN,POL,NA,26,NA,NA,NA,NA,NA,NA
2009,NIC,TJK,NA,0,NA,NIL,NA,NA,NA,NA
2009,AUT,THA,104,44,NA,NA,NA,NA,60,AUT
2009,HND,SVK,NA,0,NA,NIL,NA,NA,NA,NA
2009,GIB,HRV,NA,0,NA,NIL,NA,NA,NA,NA
2009,FSM,NPL,NA,0,NA,NIL,NA,NA,NA,NA
2009,KWT,MSR,0,NA,NIL,NA,NA,NA,NA,NA
2009,RWA,SYC,NA,0,NA,NA,NA,NA,NA,NA
2009,FIN,MDV,1,NA,NA,NA,NA,NA,NA,NA
2009,QAT,VGB,0,0,NIL,NIL,NA,NA,0,QAT
2009,JPN,SRB,NA,0,NA,NIL,NA,NA,NA,NA
2009,DJI,TCD,0,NA,NIL,NA,NA,NA,NA,NA
2009,CIV,IND,0,NA,NIL,NA,NAT_EST,NA,NA,NA
2009,MKD,VAT,0,NA,NIL,NA,NA,NA,NA,NA
2009,OMN,SYR,18,NA,NA,NA,NA,NA,NA,NA
2009,BMU,MWI,0,NA,NIL,NA,NA,NA,NA,NA
2009,CHE,GRC,307,NA,NA,NA,NA,NA,NA,NA
2009,GIB,KWT,NA,0,NA,NIL,NA,NA,NA,NA
2009,EST,SOM,0,NA,NIL,NA,NA,NA,NA,NA
2009,KGZ,MYS,0,46,NIL,NA,NA,NA,46,MYS
2009,AFG,DNK,0,1,NIL,NA,NA,NA,1,DNK
2009,COL,KGZ,NA,0,NA,NIL,NA,NA,NA,NA
2009,KNA,TJK,NA,0,NA,NIL,NA,NA,NA,NA
2009,GNQ,RUS,NA,121,NA,NA,NA,NA,NA,NA
2009,IND,TJK,NA,358,NA,NA,NA,NA,NA,NA
2009,LVA,TCA,0,NA,NIL,NA,NA,NA,NA,NA
2009,BRA,LBR,1,NA,NA,NA,NA,NA,NA,NA
2009,BGD,CIV,NA,0,NA,NIL,NA,NAT_EST,NA,NA
2009,CIV,MAR,0,304,NIL,NA,NAT_EST,NA,304,MAR
2009,ROU,VCT,0,NA,NIL,NA,NA,NA,NA,NA
2009,KAZ,LBR,0,NA,NIL,NA,NA,NA,NA,NA
2009,COM,GTM,0,NA,NIL,NA,NA,NA,NA,NA
2009,BHR,KGZ,NA,0,NA,NIL,NA,NA,NA,NA
2009,LSO,MLT,NA,0,NA,NIL,NA,NA,NA,NA
2009,LTU,MDA,39,0,NA,NIL,NA,NA,39,LTU
2009,GEO,MKD,0,0,NIL,NIL,NA,NA,0,GEO
2009,BEL,CYP,2,9,NA,NA,NA,NA,7,CYP
2009,ATG,MHL,0,NA,NIL,NA,NA,NA,NA,NA
2009,CUB,POL,0,7,NIL,NA,NA,NA,7,POL
2009,LSO,NLD,NA,0,NA,NIL,NA,NA,NA,NA
2009,GEO,KHM,0,NA,NIL,NA,NA,NA,NA,NA
2009,JAM,UZB,NA,0,NA,NIL,NA,NA,NA,NA
2009,CZE,DNK,6,89,NA,NA,NA,NA,83,DNK
2009,AFG,TTO,0,NA,NIL,NA,NA,NA,NA,NA
2009,GAB,GRD,NA,0,NA,NIL,NA,NA,NA,NA
2009,AFG,PSE,0,0,NIL,NIL,NA,NA,0,AFG
2009,AFG,KNA,0,NA,NIL,NA,NA,NA,NA,NA
2009,DNK,SVN,32,5,NA,NA,NA,NA,27,DNK
2009,BRN,OMN,0,3,NIL,NA,NA,NA,3,OMN
2009,BIH,MNG,NA,0,NA,NIL,NA,NA,NA,NA
2009,DNK,SAU,1,2,NA,NA,NA,NA,1,SAU
2009,SAU,TUR,65,22,NA,NA,NA,NA,43,SAU
2009,CPV,DJI,NA,0,NA,NIL,NA,NA,NA,NA
2009,TUV,UZB,NA,0,NA,NIL,NA,NA,NA,NA
2009,ECU,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,ARM,GHA,0,NA,NIL,NA,NA,NA,NA,NA
2009,KAZ,LCA,0,0,NIL,NIL,NA,NA,0,KAZ
2009,MKD,MWI,0,NA,NIL,NA,NA,NA,NA,NA
2009,BMU,EGY,0,NA,NIL,NA,NA,NA,NA,NA
2009,MKD,UKR,0,0,NIL,NIL,NA,NA,0,MKD
2009,BRA,TTO,21,NA,NA,NA,NA,NA,NA,NA
2009,AND,FRA,NA,126,NA,NA,NA,NA,NA,NA
2009,GRD,NPL,1,0,NA,NIL,NA,NA,1,GRD
2009,LAO,MAC,0,0,NIL,NIL,NA,NA,0,LAO
2009,GRD,SLE,1,NA,NA,NA,NA,NA,NA,NA
2009,ARE,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,CHL,IND,2,NA,NA,NA,NA,NA,NA,NA
2009,AIA,UZB,NA,0,NA,NIL,NA,NA,NA,NA
2009,BTN,MDA,NA,0,NA,NIL,NA,NA,NA,NA
2009,AND,CHL,NA,0,NA,NIL,NA,NA,NA,NA
2009,AZE,IRQ,86,NA,NA,NA,NA,NA,NA,NA
2009,GEO,KWT,0,0,NIL,NIL,NA,NA,0,GEO
2009,TTO,ZWE,NA,0,NA,NIL,NA,NA,NA,NA
2009,MKD,NER,0,NA,NIL,NA,NA,NA,NA,NA
2009,CMR,KGZ,NA,0,NA,NIL,NA,NA,NA,NA
2009,ERI,THA,NA,0,NA,NIL,NA,NA,NA,NA
2009,ESP,MKD,23,0,NA,NIL,NA,NA,23,ESP
2009,HKG,MKD,0,0,NIL,NIL,NA,NA,0,HKG
2009,BRA,TJK,0,0,NIL,NIL,NA,NA,0,BRA
2009,AUS,SWZ,9,NA,NA,NA,NA,NA,NA,NA
2009,BRA,FSM,0,NA,NIL,NA,NA,NA,NA,NA
2009,CUB,UKR,3,0,NA,NIL,NA,NA,3,CUB
2009,FJI,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2009,CHN,SAU,NA,160,NA,NA,NA,NA,NA,NA
2009,BHS,OMN,NA,0,NA,NIL,NA,NA,NA,NA
2009,FIN,LBR,5,NA,NA,NA,NA,NA,NA,NA
2009,PRK,TUV,0,NA,NIL,NA,NA,NA,NA,NA
2009,MKD,MNE,5,NA,NA,NA,NA,NA,NA,NA
2009,ABW,MMR,0,NA,NIL,NA,NA,NA,NA,NA
2009,HUN,WSM,0,NA,NIL,NA,NA,NA,NA,NA
2009,JOR,KIR,0,NA,NIL,NA,NA,NA,NA,NA
2009,AUT,DEU,20704,NA,NA,NA,NA,NA,NA,NA
2009,NGA,SVK,NA,4,NA,NA,NA,NA,NA,NA
2009,HRV,LIE,0,0,NIL,NIL,NA,NA,0,HRV
2009,SLV,VAT,0,NA,NIL,NA,NA,NA,NA,NA
2009,PAN,UZB,NA,0,NA,NIL,NA,NA,NA,NA
2009,LVA,SOM,0,NA,NIL,NA,NA,NA,NA,NA
2009,MAR,SEN,551,NA,NA,NA,NA,NA,NA,NA
2009,FJI,GBR,NA,17,NA,NA,NA,NA,NA,NA
2009,CYM,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
2009,GBR,PNG,28,NA,NA,NA,NA,NA,NA,NA
2009,DEU,SRB,NA,15,NA,NA,NA,NA,NA,NA
2009,DJI,EST,0,0,NIL,NIL,NA,NA,0,DJI
2009,MKD,SOM,0,NA,NIL,NA,NA,NA,NA,NA
2009,BHR,MLT,NA,0,NA,NIL,NA,NA,NA,NA
2009,MKD,XDN,0,NA,NIL,NA,NA,NA,NA,NA
2009,COG,DNK,NA,0,NA,NIL,NA,NA,NA,NA
2009,KOR,NAM,0,NA,NIL,NA,NA,NA,NA,NA
2009,BIH,CHE,NA,37,NA,NA,NA,NA,NA,NA
2009,DNK,TKL,0,NA,NIL,NA,NA,NA,NA,NA
2009,MUS,QAT,NA,1,NA,NA,NA,NA,NA,NA
2009,BEL,HKG,7,0,NA,NIL,NA,NA,7,BEL
2009,DNK,SLB,0,NA,NIL,NA,NA,NA,NA,NA
2009,CAN,OMN,141,7,NA,NA,NAT_EST,NA,134,CAN
2009,NLD,ZAF,37,NA,NA,NA,NA,NA,NA,NA
2009,BRB,MDG,0,NA,NIL,NA,NA,NA,NA,NA
2009,CAN,VUT,0,NA,NIL,NA,NAT_EST,NA,NA,NA
2009,DNK,GNB,1,NA,NA,NA,NA,NA,NA,NA
2009,AZE,LKA,0,NA,NIL,NA,NA,NA,NA,NA
2009,AUT,DNK,93,35,NA,NA,NA,NA,58,AUT
2009,LCA,TUN,0,NA,NIL,NA,NA,NA,NA,NA
2009,SWE,ZMB,18,NA,NA,NA,NA,NA,NA,NA
2009,DNK,SLV,1,0,NA,NIL,NA,NA,1,DNK
2009,DNK,ISR,12,NA,NA,NA,NA,NA,NA,NA
2009,AFG,MYS,0,70,NIL,NA,NA,NA,70,MYS
2009,RWA,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,BMU,NIU,0,NA,NIL,NA,NA,NA,NA,NA
2009,MSR,PSE,NA,0,NA,NIL,NA,NA,NA,NA
2009,DNK,VCT,0,NA,NIL,NA,NA,NA,NA,NA
2009,DNK,ETH,57,NA,NA,NA,NA,NA,NA,NA
2009,AIA,SRB,NA,0,NA,NIL,NA,NA,NA,NA
2009,GEO,PAN,0,NA,NIL,NA,NA,NA,NA,NA
2009,AFG,MDA,0,0,NIL,NIL,NA,NA,0,AFG
2009,BFA,LAO,NA,0,NA,NIL,NA,NA,NA,NA
2009,PRT,XDN,0,NA,NIL,NA,NA,NA,NA,NA
2009,ISL,NIU,0,NA,NIL,NA,NA,NA,NA,NA
2009,LCA,ZAF,1,0,NA,NIL,NA,NA,1,LCA
2009,PRY,QAT,NA,0,NA,NIL,NA,NA,NA,NA
2009,MAR,PAK,2,NA,NA,NA,NA,NA,NA,NA
2009,BHR,NPL,NA,0,NA,NIL,NA,NA,NA,NA
2009,GIB,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2009,ABW,ETH,0,NA,NIL,NA,NA,NA,NA,NA
2009,AND,TUR,NA,0,NA,NIL,NA,NA,NA,NA
2009,JOR,NOR,4,12,NA,NA,NA,NA,8,NOR
2009,HRV,NLD,1,32,NA,NA,NA,NA,31,NLD
2009,DNK,ERI,0,NA,NIL,NA,NA,NA,NA,NA
2009,SLV,ZAF,0,0,NIL,NIL,NA,NA,0,SLV
2009,AUS,SOM,39,NA,NA,NA,NA,NA,NA,NA
