year,countryA,countryB,value_toA,value_toB,magnitude_toA,magnitude_toB,qualifier_toA,qualifier_toB,netflow,net_destination
2005,BGR,KIR,0,0,NIL,NA,NA,NA,0,BGR
2005,CHE,UKR,214,0,NA,NIL,NA,NA,214,CHE
2005,GAB,MNG,NA,0,NA,NIL,NA,NA,NA,NA
2005,PSE,QAT,NA,440,NA,NA,NA,NA,NA,NA
2005,AUS,GIB,0,0,NIL,NA,NA,NA,0,AUS
2005,SOM,SVK,NA,1,NA,NA,NA,NA,NA,NA
2005,CYP,LCA,1,NA,NA,NA,NA,NA,NA,NA
2005,AGO,VNM,NA,0,NA,NIL,NA,NA,NA,NA
2005,BMU,SVK,NA,0,NA,NIL,NA,NA,NA,NA
2005,DOM,ITA,NA,39,NA,NA,NA,NA,NA,NA
2005,SLV,SYR,0,NA,NIL,NA,NA,NA,NA,NA
2005,MSR,PLW,0,NA,NA,NA,NA,NA,NA,NA
2005,KEN,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,HUN,PLW,0,NA,NIL,NA,NA,NA,NA,NA
2005,FIN,MHL,0,NA,NIL,NA,NA,NA,NA,NA
2005,BLR,LBN,318,NA,NA,NA,NA,NA,NA,NA
2005,JPN,POL,NA,27,NA,NA,NA,NA,NA,NA
2005,GRD,SLB,NA,0,NA,NA,NA,NA,NA,NA
2005,LTU,SVK,0,2,NIL,NA,NA,NA,2,SVK
2005,HUN,NRU,0,0,NIL,NA,NA,NA,0,HUN
2005,NGA,STP,NA,0,NA,NA,NA,NA,NA,NA
2005,GRD,HUN,NA,0,NA,NIL,NA,NA,NA,NA
2005,MNG,ZAF,0,NA,NIL,NA,NA,NA,NA,NA
2005,BTN,ESP,NA,1,NA,NA,NA,NA,NA,NA
2005,AGO,THA,NA,0,NA,NIL,NA,NA,NA,NA
2005,COK,MKD,0,0,NA,NIL,NA,NA,0,COK
2005,IRL,PER,6,NA,NA,NA,NA,NA,NA,NA
2005,NRU,VGB,0,NA,NA,NA,NA,NA,NA,NA
2005,HRV,ISL,0,NA,NIL,NA,NA,NA,NA,NA
2005,KGZ,SWZ,0,NA,NIL,NA,NA,NA,NA,NA
2005,BHR,LIE,0,NA,NIL,NA,NA,NA,NA,NA
2005,BEL,ISL,2,NA,NA,NA,NA,NA,NA,NA
2005,AZE,CUB,NA,0,NA,NIL,NA,NA,NA,NA
2005,NIU,WSM,0,NA,NA,NA,NA,NA,NA,NA
2005,BFA,NRU,NA,0,NA,NA,NA,NA,NA,NA
2005,ROU,SVK,1,79,NA,NA,NA,NA,78,SVK
2005,PRT,VUT,0,NA,NIL,NA,NA,NA,NA,NA
2005,OMN,VNM,NA,0,NA,NIL,NA,NA,NA,NA
2005,COL,SLV,NA,10,NA,NA,NA,NA,NA,NA
2005,SUR,SVN,NA,0,NA,NIL,NA,NA,NA,NA
2005,QAT,TZA,0,NA,NIL,NA,NA,NA,NA,NA
2005,GHA,JOR,NA,5,NA,NA,NA,NA,NA,NA
2005,EST,KHM,0,NA,NIL,NA,NA,NA,NA,NA
2005,AND,NZL,NA,0,NA,NIL,NA,NA,NA,NA
2005,CUB,RUS,0,0,NIL,NIL,NA,NA,0,CUB
2005,PNG,SLB,NA,0,NA,NA,NA,NA,NA,NA
2005,HKG,MNG,0,0,NIL,NIL,NA,NA,0,HKG
2005,GIB,ZAF,0,NA,NA,NA,NA,NA,NA,NA
2005,SVK,SWE,4,28,NA,NA,NA,NA,24,SWE
2005,ESP,HRV,10,1,NA,NA,NA,NA,9,ESP
2005,MDA,MWI,0,NA,NIL,NA,NA,NA,NA,NA
2005,CUB,NRU,0,0,NIL,NA,NA,NA,0,CUB
2005,GNQ,PHL,NA,0,NA,NIL,NA,NA,NA,NA
2005,EGY,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2005,EGY,POL,NA,10,NA,NA,NA,NA,NA,NA
2005,DJI,KAZ,0,0,NIL,NIL,NA,NA,0,DJI
2005,CZE,IND,80,3,NA,NA,NA,NA,77,CZE
2005,ATG,BGR,NA,0,NA,NIL,NA,NA,NA,NA
2005,LVA,PHL,0,0,NIL,NIL,NA,NA,0,LVA
2005,COK,SAU,0,0,NA,NIL,NA,NA,0,COK
2005,CHE,NIC,6,NA,NA,NA,NA,NA,NA,NA
2005,CYP,HTI,0,NA,NIL,NA,NA,NA,NA,NA
2005,BLR,LTU,0,140,NIL,NA,NA,NA,140,LTU
2005,ARG,LTU,NA,0,NA,NIL,NA,NA,NA,NA
2005,TON,TUV,NA,0,NA,NA,NA,NA,NA,NA
2005,MMR,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,BHS,MSR,NA,0,NA,NA,NA,NA,NA,NA
2005,ITA,TUR,189,11,NA,NA,NA,NA,178,ITA
2005,BEL,MRT,1,NA,NA,NA,NA,NA,NA,NA
2005,LBY,MNG,NA,0,NA,NIL,NA,NA,NA,NA
2005,IDN,ROU,0,1,NIL,NA,NA,NA,1,ROU
2005,LBY,MDA,NA,0,NA,NIL,NA,NA,NA,NA
2005,BGR,CHE,0,316,NIL,NA,NA,NA,316,CHE
2005,DNK,ETH,6,NA,NA,NA,NA,NA,NA,NA
2005,GIB,NOR,0,0,NA,NIL,NA,NA,0,GIB
2005,DMA,NAM,NA,0,NA,NIL,NA,NA,NA,NA
2005,IRL,LUX,10,NA,NA,NA,NA,NA,NA,NA
2005,AUT,DJI,NA,0,NA,NIL,NA,NA,NA,NA
2005,QAT,TJK,0,0,NIL,NIL,NA,NA,0,QAT
2005,MDV,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,DEU,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,AUS,CPV,3,NA,NA,NA,NA,NA,NA,NA
2005,GRC,ZWE,1,NA,NA,NA,NA,NA,NA,NA
2005,CYP,UKR,50,0,NA,NIL,NA,NA,50,CYP
2005,ABW,QAT,NA,0,NA,NIL,NA,NA,NA,NA
2005,KGZ,NZL,0,1,NIL,NA,NA,NA,1,NZL
2005,ANT,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2005,BLZ,MDG,NA,0,NA,NA,NA,NA,NA,NA
2005,BLZ,CYP,NA,2,NA,NA,NA,NA,NA,NA
2005,IRN,KHM,0,NA,NIL,NA,NA,NA,NA,NA
2005,MDV,TUR,NA,3,NA,NA,NA,NA,NA,NA
2005,EST,NZL,0,1,NIL,NA,NA,NA,1,NZL
2005,MOZ,QAT,NA,0,NA,NIL,NA,NA,NA,NA
2005,KOR,MWI,0,NA,NIL,NA,NA,NA,NA,NA
2005,SLV,UZB,0,NA,NIL,NA,NA,NA,NA,NA
2005,QAT,SGP,0,NA,NIL,NA,NA,NA,NA,NA
2005,FRA,KIR,0,0,NIL,NA,NA,NA,0,FRA
2005,DZA,MDG,NA,0,NA,NIL,NA,NA,NA,NA
2005,CIV,NIU,NA,0,NA,NA,NA,NA,NA,NA
2005,GIB,GIN,0,NA,NA,NA,NA,NA,NA,NA
2005,GEO,SYR,0,NA,NIL,NA,NA,NA,NA,NA
2005,MDA,THA,0,0,NIL,NIL,NA,NA,0,MDA
2005,TUN,ZAF,NA,0,NA,NIL,NA,NA,NA,NA
2005,CZE,MDV,4,NA,NA,NA,NA,NA,NA,NA
2005,BRN,LSO,0,NA,NIL,NA,NA,NA,NA,NA
2005,IRN,MDG,0,0,NIL,NIL,NA,NA,0,IRN
2005,IRN,SVK,0,3,NIL,NA,NA,NA,3,SVK
2005,GRC,GRD,0,NA,NIL,NA,NA,NA,NA,NA
2005,HND,SVK,NA,0,NA,NIL,NA,NA,NA,NA
2005,DOM,PHL,NA,1,NA,NA,NA,NA,NA,NA
2005,BFA,IRL,NA,1,NA,NA,NA,NA,NA,NA
2005,MKD,PSE,1,NA,NA,NA,NA,NA,NA,NA
2005,BRN,RWA,0,NA,NIL,NA,NA,NA,NA,NA
2005,AUS,NAM,21,0,NA,NIL,NA,NA,21,AUS
2005,KNA,NRU,NA,0,NA,NA,NA,NA,NA,NA
2005,KOR,MLT,0,0,NIL,NIL,NA,NA,0,KOR
2005,CAN,EGY,486,NA,NA,NA,NAT_EST,NA,NA,NA
2005,CAN,MDV,12,NA,NA,NA,NAT_EST,NA,NA,NA
2005,HUN,PRY,0,NA,NIL,NA,NA,NA,NA,NA
2005,CYP,YEM,3,NA,NA,NA,NA,NA,NA,NA
2005,SVK,YEM,4,NA,NA,NA,NA,NA,NA,NA
2005,MDA,TCA,0,NA,NIL,NA,NA,NA,NA,NA
2005,AZE,KAZ,NA,23,NA,NA,NA,NA,NA,NA
2005,AGO,CZE,NA,21,NA,NA,NA,NA,NA,NA
2005,MAR,TUR,0,7,NIL,NA,NA,NA,7,TUR
2005,AUT,LAO,NA,0,NA,NIL,NA,NA,NA,NA
2005,EST,IRQ,1,NA,NA,NA,NA,NA,NA,NA
2005,ARE,NRU,NA,0,NA,NA,NA,NA,NA,NA
2005,ETH,IND,NA,267,NA,NA,NA,NA,NA,NA
2005,KOR,UZB,131,NA,NA,NA,NA,NA,NA,NA
2005,GEO,IRQ,0,NA,NIL,NA,NA,NA,NA,NA
2005,CIV,KAZ,NA,0,NA,NIL,NA,NA,NA,NA
2005,BGD,IRN,NA,4,NA,NA,NA,NA,NA,NA
2005,NOR,SLB,0,0,NIL,NA,NA,NA,0,NOR
2005,GIB,RUS,0,NA,NA,NA,NA,NA,NA,NA
2005,CZE,ESP,18,31,NA,NA,NA,NA,13,ESP
2005,LTU,MRT,0,NA,NIL,NA,NA,NA,NA,NA
2005,POL,VCT,0,NA,NIL,NA,NA,NA,NA,NA
2005,EGY,MAR,NA,29,NA,NA,NA,NA,NA,NA
2005,CYP,CYP,0,NA,NA,NA,NA,NA,NA,NA
2005,ALB,MNG,NA,0,NA,NIL,NA,NA,NA,NA
2005,DJI,NZL,0,0,NIL,NIL,NA,NA,0,DJI
2005,AUT,PHL,NA,8,NA,NA,NA,NA,NA,NA
2005,HKG,NLD,0,0,NIL,NIL,NA,NA,0,HKG
2005,BWA,LVA,NA,0,NA,NIL,NA,NA,NA,NA
2005,CPV,EST,NA,0,NA,NIL,NA,NA,NA,NA
2005,BEL,BHS,0,NA,NIL,NA,NA,NA,NA,NA
2005,DZA,HRV,NA,0,NA,NIL,NA,NA,NA,NA
2005,MYS,TUR,NA,2,NA,NA,NA,NA,NA,NA
2005,MMR,SVK,NA,0,NA,NIL,NA,NA,NA,NA
2005,LCA,MDG,NA,0,NA,NA,NA,NA,NA,NA
2005,MAC,PRK,0,NA,NIL,NA,NA,NA,NA,NA
2005,GNB,LAO,NA,0,NA,NIL,NA,NA,NA,NA
2005,LUX,ROU,NA,0,NA,NA,NA,NA,NA,NA
2005,MYS,SWE,NA,5,NA,NA,NA,NA,NA,NA
2005,CHE,DZA,240,NA,NA,NA,NA,NA,NA,NA
2005,BGR,OMN,0,NA,NIL,NA,NA,NA,NA,NA
2005,BRA,KIR,NA,0,NA,NA,NA,NA,NA,NA
2005,AUT,HUN,NA,39,NA,NA,NA,NA,NA,NA
2005,MNG,YEM,0,NA,NIL,NA,NA,NA,NA,NA
2005,JOR,SGP,1,NA,NA,NA,NA,NA,NA,NA
2005,TUV,VAT,0,NA,NA,NA,NA,NA,NA,NA
2005,CYP,MKD,0,0,NIL,NIL,NA,NA,0,CYP
2005,ROU,SUR,0,NA,NA,NA,NA,NA,NA,NA
2005,IRQ,NIU,NA,0,NA,NA,NA,NA,NA,NA
2005,IRN,ZMB,0,NA,NIL,NA,NA,NA,NA,NA
2005,ESP,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2005,JOR,JOR,0,NA,NA,NA,NA,NA,NA,NA
2005,BHR,SOM,0,NA,NIL,NA,NA,NA,NA,NA
2005,HKG,SYC,0,0,NIL,NA,NA,NA,0,HKG
2005,MCO,NZL,NA,0,NA,NIL,NA,NA,NA,NA
2005,NOR,PRT,33,11,NA,NA,NA,NA,22,NOR
2005,MUS,NLD,NA,0,NA,NIL,NA,NA,NA,NA
2005,SLV,SOM,0,NA,NIL,NA,NA,NA,NA,NA
2005,AZE,GEO,NA,104,NA,NA,NA,NA,NA,NA
2005,EST,GBR,2,187,NA,NA,NA,NA,185,GBR
2005,CZE,ROU,36,0,NA,NA,NA,NA,36,CZE
2005,IDN,MWI,0,NA,NIL,NA,NA,NA,NA,NA
2005,HRV,TCD,0,NA,NIL,NA,NA,NA,NA,NA
2005,COK,HND,0,NA,NA,NA,NA,NA,NA,NA
2005,BHR,MNG,0,0,NIL,NIL,NA,NA,0,BHR
2005,FIN,MDV,0,NA,NIL,NA,NA,NA,NA,NA
2005,GBR,SVK,353,6,NA,NA,NA,NA,347,GBR
2005,CZE,TON,0,NA,NIL,NA,NA,NA,NA,NA
2005,BHR,BRA,0,NA,NIL,NA,NA,NA,NA,NA
2005,CHE,MHL,0,NA,NIL,NA,NA,NA,NA,NA
2005,MKD,NZL,0,3,NIL,NA,NA,NA,3,NZL
2005,GBR,NOR,3343,331,NA,NA,NA,NA,3012,GBR
2005,COK,LTU,0,0,NA,NIL,NA,NA,0,COK
2005,FIN,ZMB,15,NA,NA,NA,NA,NA,NA,NA
2005,BGR,VEN,0,NA,NIL,NA,NA,NA,NA,NA
2005,MSR,VNM,0,0,NA,NIL,NA,NA,0,MSR
2005,BGR,LUX,0,NA,NIL,NA,NA,NA,NA,NA
2005,LBY,NOR,NA,0,NA,NIL,NA,NA,NA,NA
2005,COK,LVA,0,0,NA,NIL,NA,NA,0,COK
2005,CHL,IRL,0,4,NIL,NA,NA,NA,4,IRL
2005,AUT,MSR,NA,0,NA,NA,NA,NA,NA,NA
2005,HKG,SEN,0,NA,NIL,NA,NA,NA,NA,NA
2005,NAM,PSE,0,NA,NIL,NA,NA,NA,NA,NA
2005,BOL,ESP,NA,152,NA,NA,NA,NA,NA,NA
2005,AUT,NAM,NA,0,NA,NIL,NA,NA,NA,NA
2005,IND,ITA,8,295,NA,NA,NA,NA,287,ITA
2005,IRN,MWI,0,NA,NIL,NA,NA,NA,NA,NA
2005,MOZ,MOZ,0,NA,NA,NA,NA,NA,NA,NA
2005,GTM,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,BGR,MDG,0,0,NIL,NIL,NA,NA,0,BGR
2005,EST,MDA,3,0,NA,NIL,NA,NA,3,EST
2005,GIN,HUN,NA,0,NA,NIL,NA,NA,NA,NA
2005,ABW,THA,NA,0,NA,NIL,NA,NA,NA,NA
2005,BOL,SVK,NA,0,NA,NIL,NA,NA,NA,NA
2005,FRA,UKR,1066,0,NA,NIL,NA,NA,1066,FRA
2005,KGZ,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2005,PRK,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,ITA,MUS,24,NA,NA,NA,NA,NA,NA,NA
2005,LBY,THA,NA,0,NA,NIL,NA,NA,NA,NA
2005,ATG,JOR,NA,55,NA,NA,NA,NA,NA,NA
2005,EST,MAC,0,0,NIL,NIL,NA,NA,0,EST
2005,GEO,LCA,0,NA,NIL,NA,NA,NA,NA,NA
2005,AND,LTU,NA,0,NA,NIL,NA,NA,NA,NA
2005,BOL,DNK,NA,11,NA,NA,NA,NA,NA,NA
2005,ATG,EST,NA,0,NA,NIL,NA,NA,NA,NA
2005,FSM,MDG,NA,0,NA,NA,NA,NA,NA,NA
2005,QAT,UKR,0,0,NIL,NIL,NA,NA,0,QAT
2005,ARG,DNK,NA,10,NA,NA,NA,NA,NA,NA
2005,CRI,IDN,NA,0,NA,NIL,NA,NA,NA,NA
2005,IDN,KEN,0,NA,NIL,NA,NA,NA,NA,NA
2005,BRN,GBR,4,798,NA,NA,NA,NA,794,GBR
2005,BHR,LAO,0,0,NIL,NIL,NA,NA,0,BHR
2005,COM,PRT,NA,0,NA,NIL,NA,NA,NA,NA
2005,NZL,PRY,2,NA,NA,NA,NA,NA,NA,NA
2005,CUB,SGP,0,NA,NIL,NA,NA,NA,NA,NA
2005,FIN,VUT,0,NA,NIL,NA,NA,NA,NA,NA
2005,BEN,CAN,NA,162,NA,NA,NA,NAT_EST,NA,NA
2005,ABW,EST,NA,0,NA,NIL,NA,NA,NA,NA
2005,AND,BEL,NA,0,NA,NIL,NA,NA,NA,NA
2005,FIN,HTI,0,NA,NIL,NA,NA,NA,NA,NA
2005,MWI,PRT,NA,0,NA,NIL,NA,NA,NA,NA
2005,UKR,UKR,0,NA,NIL,NA,NA,NA,NA,NA
2005,BHS,IDN,NA,0,NA,NIL,NA,NA,NA,NA
2005,COK,DNK,0,0,NA,NIL,NA,NA,0,COK
2005,BHS,CAN,NA,360,NA,NA,NA,NAT_EST,NA,NA
2005,MDG,SWE,0,0,NIL,NIL,NA,NA,0,MDG
2005,HKG,HND,0,NA,NIL,NA,NA,NA,NA,NA
2005,DJI,ZAF,0,0,NIL,NIL,NA,NA,0,DJI
2005,UKR,VUT,0,NA,NIL,NA,NA,NA,NA,NA
2005,GEO,KWT,0,NA,NIL,NA,NA,NA,NA,NA
2005,SVK,ZWE,1,NA,NA,NA,NA,NA,NA,NA
2005,NLD,TZA,19,NA,NA,NA,NA,NA,NA,NA
2005,MLI,NLD,NA,0,NA,NIL,NA,NA,NA,NA
2005,KWT,TUV,NA,0,NA,NA,NA,NA,NA,NA
2005,GBR,LIE,14,NA,NA,NA,NA,NA,NA,NA
2005,HRV,WSM,0,NA,NIL,NA,NA,NA,NA,NA
2005,IRN,ZAF,1,NA,NA,NA,NA,NA,NA,NA
2005,GEO,NIC,0,NA,NIL,NA,NA,NA,NA,NA
2005,FIN,USA,187,595,NA,NA,NA,NA,408,USA
2005,KGZ,LTU,0,1,NIL,NA,NA,NA,1,LTU
2005,ITA,MAC,0,0,NIL,NIL,NA,NA,0,ITA
2005,ARE,ARM,NA,0,NA,NIL,NA,NA,NA,NA
2005,MLT,MOZ,0,NA,NIL,NA,NA,NA,NA,NA
2005,LCA,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,HRV,UKR,4,0,NA,NIL,NA,NA,4,HRV
2005,AUT,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,GEO,PRK,0,NA,NIL,NA,NA,NA,NA,NA
2005,IRN,MNG,0,0,NIL,NIL,NA,NA,0,IRN
2005,KIR,UGA,0,NA,NA,NA,NA,NA,NA,NA
2005,MUS,RUS,NA,0,NA,NIL,NA,NA,NA,NA
2005,IDN,ZWE,0,NA,NIL,NA,NA,NA,NA,NA
2005,ERI,ITA,NA,91,NA,NA,NA,NA,NA,NA
2005,UKR,XDN,0,NA,NIL,NA,NA,NA,NA,NA
2005,FJI,IRN,NA,0,NA,NIL,NA,NA,NA,NA
2005,JPN,PRT,NA,5,NA,NA,NA,NA,NA,NA
2005,KHM,KOR,NA,38,NA,NA,NA,NA,NA,NA
2005,HKG,IRL,0,16,NIL,NA,NA,NA,16,IRL
2005,AIA,BGR,NA,0,NA,NIL,NA,NA,NA,NA
2005,IRN,LUX,0,NA,NIL,NA,NA,NA,NA,NA
2005,AIA,RUS,NA,0,NA,NIL,NA,NA,NA,NA
2005,AUS,COM,4,NA,NA,NA,NA,NA,NA,NA
2005,MNG,SVK,0,0,NIL,NIL,NA,NA,0,MNG
2005,DJI,EGY,0,NA,NIL,NA,NA,NA,NA,NA
2005,ARM,JPN,0,NA,NIL,NA,NA,NA,NA,NA
2005,KHM,QAT,NA,0,NA,NIL,NA,NA,NA,NA
2005,AIA,BRN,NA,0,NA,NIL,NA,NA,NA,NA
2005,GEO,MEX,0,NA,NIL,NA,NA,NA,NA,NA
2005,BEL,CHL,17,5,NA,NA,NA,NA,12,BEL
2005,AUS,MSR,0,0,NIL,NA,NA,NA,0,AUS
2005,GIN,MLT,NA,0,NA,NIL,NA,NA,NA,NA
2005,MSR,PNG,0,NA,NA,NA,NA,NA,NA,NA
2005,AND,QAT,NA,0,NA,NIL,NA,NA,NA,NA
2005,GEO,HRV,0,0,NIL,NIL,NA,NA,0,GEO
2005,CUB,MMR,0,NA,NIL,NA,NA,NA,NA,NA
2005,MDA,PSE,0,NA,NIL,NA,NA,NA,NA,NA
2005,BTN,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2005,GBR,SRB,347,NA,NA,NA,NA,NA,NA,NA
2005,GEO,PNG,0,NA,NIL,NA,NA,NA,NA,NA
2005,ANT,MDG,NA,0,NA,NA,NA,NA,NA,NA
2005,KAZ,USA,2,498,NA,NA,NA,NA,496,USA
2005,CPV,SVK,NA,0,NA,NIL,NA,NA,NA,NA
2005,HUN,VNM,136,0,NA,NIL,NA,NA,136,HUN
2005,BHR,ZMB,0,NA,NIL,NA,NA,NA,NA,NA
2005,KIR,WSM,0,NA,NA,NA,NA,NA,NA,NA
2005,ITA,SRB,752,NA,NA,NA,NA,NA,NA,NA
2005,BRB,LAO,NA,0,NA,NIL,NA,NA,NA,NA
2005,JOR,MLI,3,NA,NA,NA,NA,NA,NA,NA
2005,BLR,NGA,132,NA,NA,NA,NA,NA,NA,NA
2005,SVN,THA,1,0,NA,NIL,NA,NA,1,SVN
2005,SLV,XDN,0,NA,NIL,NA,NA,NA,NA,NA
2005,BLR,CHN,915,NA,NA,NA,NA,NA,NA,NA
2005,BRA,TJK,NA,0,NA,NIL,NA,NA,NA,NA
2005,BRN,KEN,0,NA,NIL,NA,NA,NA,NA,NA
2005,BEL,FRA,7583,2623,NA,NA,NA,NA,4960,BEL
2005,KAZ,VNM,0,0,NIL,NIL,NA,NA,0,KAZ
2005,POL,YEM,16,NA,NA,NA,NA,NA,NA,NA
2005,CAN,CHL,120,11,NA,NA,NAT_EST,NA,109,CAN
2005,KGZ,YEM,0,NA,NIL,NA,NA,NA,NA,NA
2005,CAN,HND,27,NA,NA,NA,NAT_EST,NA,NA,NA
2005,BEL,MSR,0,0,NIL,NA,NA,NA,0,BEL
2005,GNQ,MNG,NA,0,NA,NIL,NA,NA,NA,NA
2005,MSR,USA,0,14,NA,NA,NA,NA,14,USA
2005,BHR,LVA,0,0,NIL,NIL,NA,NA,0,BHR
2005,IND,MWI,0,NA,NIL,NA,NA,NA,NA,NA
2005,CYM,SAU,NA,0,NA,NIL,NA,NA,NA,NA
2005,PAN,SWE,NA,0,NA,NIL,NA,NA,NA,NA
2005,HRV,MSR,0,0,NIL,NA,NA,NA,0,HRV
2005,HKG,VCT,0,NA,NIL,NA,NA,NA,NA,NA
2005,KIR,KWT,0,NA,NA,NA,NA,NA,NA,NA
2005,ROU,RUS,16,0,NA,NIL,NA,NA,16,ROU
2005,THA,VUT,0,NA,NIL,NA,NA,NA,NA,NA
2005,MAC,MDG,0,0,NIL,NIL,NA,NA,0,MAC
2005,ARE,CYP,NA,0,NA,NIL,NA,NA,NA,NA
2005,RUS,UKR,6922,3673,NA,NA,NA,NA,3249,RUS
2005,SLB,THA,0,0,NA,NIL,NA,NA,0,SLB
2005,CAN,DNK,57,101,NA,NA,NAT_EST,NA,44,DNK
2005,BMU,CAN,NA,465,NA,NA,NA,NAT_EST,NA,NA
2005,BLZ,NOR,NA,0,NA,NIL,NA,NA,NA,NA
2005,CYP,GMB,2,NA,NA,NA,NA,NA,NA,NA
2005,BHR,GTM,0,NA,NIL,NA,NA,NA,NA,NA
2005,AZE,CHL,NA,1,NA,NA,NA,NA,NA,NA
2005,EST,KNA,0,NA,NIL,NA,NA,NA,NA,NA
2005,LAO,TUV,0,0,NIL,NA,NA,NA,0,LAO
2005,MKD,ZMB,0,NA,NIL,NA,NA,NA,NA,NA
2005,GMB,NAM,NA,1,NA,NA,NA,NA,NA,NA
2005,CAN,TCA,12,NA,NA,NA,NAT_EST,NA,NA,NA
2005,QAT,TUR,0,0,NIL,NIL,NA,NA,0,QAT
2005,AUS,GIN,1,NA,NA,NA,NA,NA,NA,NA
2005,NIU,TKM,0,NA,NA,NA,NA,NA,NA,NA
2005,GBR,SAU,2438,88,NA,NA,NA,NA,2350,GBR
2005,BEL,GUY,0,NA,NIL,NA,NA,NA,NA,NA
2005,DZA,ITA,NA,84,NA,NA,NA,NA,NA,NA
2005,GIB,TZA,0,NA,NA,NA,NA,NA,NA,NA
2005,BEL,SAU,3,16,NA,NA,NA,NA,13,SAU
2005,CYP,SLB,0,0,NIL,NA,NA,NA,0,CYP
2005,CMR,TUV,NA,0,NA,NA,NA,NA,NA,NA
2005,CAN,XDN,57,NA,NA,NA,NA,NA,NA,NA
2005,NAM,TUV,0,0,NIL,NA,NA,NA,0,NAM
2005,HUN,SRB,1132,NA,NA,NA,NA,NA,NA,NA
2005,LVA,POL,4,63,NA,NA,NA,NA,59,POL
2005,BTN,NOR,NA,3,NA,NA,NA,NA,NA,NA
2005,CHE,POL,503,7,NA,NA,NA,NA,496,CHE
2005,GEO,SEN,0,NA,NIL,NA,NA,NA,NA,NA
2005,ITA,KEN,28,NA,NA,NA,NA,NA,NA,NA
2005,BLR,MCO,0,NA,NIL,NA,NA,NA,NA,NA
2005,GEO,IRN,0,0,NIL,NIL,NA,NA,0,GEO
2005,CZE,GEO,30,0,NA,NIL,NA,NA,30,CZE
2005,GIB,QAT,0,0,NA,NIL,NA,NA,0,GIB
2005,MSR,SVN,0,NA,NA,NA,NA,NA,NA,NA
2005,DNK,LUX,70,NA,NA,NA,NA,NA,NA,NA
2005,IRN,NAM,0,0,NIL,NIL,NA,NA,0,IRN
2005,ARM,NLD,1,12,NA,NA,NA,NA,11,NLD
2005,CHE,RWA,48,NA,NA,NA,NA,NA,NA,NA
2005,CHL,NAM,0,0,NIL,NIL,NA,NA,0,CHL
2005,HKG,TZA,0,NA,NIL,NA,NA,NA,NA,NA
2005,BEL,IDN,37,0,NA,NIL,NA,NA,37,BEL
2005,SLE,SLV,NA,0,NA,NIL,NA,NA,NA,NA
2005,BRN,DNK,0,0,NIL,NIL,NA,NA,0,BRN
2005,BHS,COK,NA,0,NA,NA,NA,NA,NA,NA
2005,KOR,TJK,4,0,NA,NIL,NA,NA,4,KOR
2005,HKG,RUS,0,0,NIL,NIL,NA,NA,0,HKG
2005,BRN,VUT,0,NA,NIL,NA,NA,NA,NA,NA
2005,BRB,CYP,NA,0,NA,NIL,NA,NA,NA,NA
2005,DZA,FRA,NA,22228,NA,NA,NA,NA,NA,NA
2005,ESP,SRB,28,NA,NA,NA,NA,NA,NA,NA
2005,NOR,TUR,54,0,NA,NIL,NA,NA,54,NOR
2005,SLB,SWZ,0,NA,NA,NA,NA,NA,NA,NA
2005,AZE,TJK,NA,0,NA,NIL,NA,NA,NA,NA
2005,COK,IRQ,0,NA,NA,NA,NA,NA,NA,NA
2005,CAN,FRA,3729,1210,NA,NA,NAT_EST,NA,2519,CAN
2005,FJI,NIU,NA,0,NA,NA,NA,NA,NA,NA
2005,IRN,MEX,0,NA,NIL,NA,NA,NA,NA,NA
2005,DJI,IND,0,40,NIL,NA,NA,NA,40,IND
2005,KAZ,PRY,0,NA,NIL,NA,NA,NA,NA,NA
2005,GBR,IRQ,176,NA,NA,NA,NA,NA,NA,NA
2005,HRV,SLB,0,0,NIL,NA,NA,NA,0,HRV
2005,KWT,MAC,NA,0,NA,NIL,NA,NA,NA,NA
2005,JPN,MKD,NA,0,NA,NIL,NA,NA,NA,NA
2005,ARE,SYC,NA,0,NA,NA,NA,NA,NA,NA
2005,LUX,LVA,NA,0,NA,NIL,NA,NA,NA,NA
2005,BHS,POL,NA,0,NA,NIL,NA,NA,NA,NA
2005,NLD,NZL,5,35,NA,NA,NA,NA,30,NZL
2005,GRC,KIR,0,0,NIL,NA,NA,NA,0,GRC
2005,LTU,QAT,0,0,NIL,NIL,NA,NA,0,LTU
2005,BEL,IRN,68,1,NA,NA,NA,NA,67,BEL
2005,COG,TUV,NA,0,NA,NA,NA,NA,NA,NA
2005,ESP,NIC,29,NA,NA,NA,NA,NA,NA,NA
2005,HND,SAU,NA,0,NA,NIL,NA,NA,NA,NA
