origin_country_name,dest_country_name,qualifier
Suriname,Côte d'Ivoire,"NAT_EST"
Suriname,Israel,UIS_EST
Suriname,Poland,"NAT_EST"
Suriname,Poland,UIS_EST
Sweden,Canada,"NAT_EST"
Sweden,Côte d'Ivoire,"NAT_EST"
Sweden,Israel,UIS_EST
Sweden,Poland,"NAT_EST"
Sweden,Poland,UIS_EST
Switzerland,Canada,"NAT_EST"
Switzerland,Côte d'Ivoire,"NAT_EST"
Switzerland,Israel,UIS_EST
Switzerland,Poland,"NAT_EST"
Switzerland,Poland,UIS_EST
Syria,Canada,"NAT_EST"
Syria,Côte d'Ivoire,"NAT_EST"
Syria,Israel,UIS_EST
Syria,Poland,"NAT_EST"
Syria,Poland,UIS_EST
Tajikistan,Canada,"NAT_EST"
Tajikistan,Côte d'Ivoire,"NAT_EST"
Tajikistan,Israel,UIS_EST
Tajikistan,Poland,"NAT_EST"
Tajikistan,Poland,UIS_EST
Tanzania,Canada,"NAT_EST"
Tanzania,Côte d'Ivoire,"NAT_EST"
Tanzania,Israel,UIS_EST
Tanzania,Poland,"NAT_EST"
Tanzania,Poland,UIS_EST
Tanzania,South Africa,UIS_EST
Thailand,Canada,"NAT_EST"
Thailand,Côte d'Ivoire,"NAT_EST"
Thailand,Israel,UIS_EST
Thailand,Poland,"NAT_EST"
Thailand,Poland,UIS_EST
Timor-Leste,Canada,"NAT_EST"
Timor-Leste,Côte d'Ivoire,"NAT_EST"
Timor-Leste,Israel,UIS_EST
Timor-Leste,Poland,"NAT_EST"
Timor-Leste,Poland,UIS_EST
Togo,Canada,"NAT_EST"
Togo,Côte d'Ivoire,"NAT_EST"
Togo,Israel,UIS_EST
Togo,Poland,"NAT_EST"
Togo,Poland,UIS_EST
Togo,South Africa,UIS_EST
Tokelau,Canada,"NAT_EST"
Tokelau,Côte d'Ivoire,"NAT_EST"
Tokelau,Israel,UIS_EST
Tokelau,Poland,"NAT_EST"
Tokelau,Poland,UIS_EST
Tonga,Canada,"NAT_EST"
Tonga,Côte d'Ivoire,"NAT_EST"
Tonga,Israel,UIS_EST
Tonga,Poland,"NAT_EST"
Tonga,Poland,UIS_EST
Trinidad and Tobago,Canada,"NAT_EST"
Trinidad and Tobago,Côte d'Ivoire,"NAT_EST"
Trinidad and Tobago,Israel,UIS_EST
Trinidad and Tobago,Poland,"NAT_EST"
Trinidad and Tobago,Poland,UIS_EST
Tunisia,Canada,"NAT_EST"
Tunisia,Côte d'Ivoire,"NAT_EST"
Tunisia,Israel,UIS_EST
Tunisia,Poland,"NAT_EST"
Tunisia,Poland,UIS_EST
Tunisia,South Africa,UIS_EST
Turkey,Canada,"NAT_EST"
Turkey,Côte d'Ivoire,"NAT_EST"
Turkey,Israel,UIS_EST
Turkey,Poland,"NAT_EST"
Turkey,Poland,UIS_EST
Turkmenistan,Canada,"NAT_EST"
Turkmenistan,Côte d'Ivoire,"NAT_EST"
Turkmenistan,Israel,UIS_EST
Turkmenistan,Poland,"NAT_EST"
Turkmenistan,Poland,UIS_EST
Turks and Caicos Islands,Canada,"NAT_EST"
Turks and Caicos Islands,Côte d'Ivoire,"NAT_EST"
Turks and Caicos Islands,Israel,UIS_EST
Turks and Caicos Islands,Poland,"NAT_EST"
Turks and Caicos Islands,Poland,UIS_EST
Tuvalu,Canada,"NAT_EST"
Tuvalu,Côte d'Ivoire,"NAT_EST"
Tuvalu,Israel,UIS_EST
Tuvalu,Poland,"NAT_EST"
Tuvalu,Poland,UIS_EST
Uganda,Canada,"NAT_EST"
Uganda,Côte d'Ivoire,"NAT_EST"
Uganda,Israel,UIS_EST
Uganda,Poland,"NAT_EST"
Uganda,Poland,UIS_EST
Uganda,South Africa,UIS_EST
Ukraine,Canada,"NAT_EST"
Ukraine,Côte d'Ivoire,"NAT_EST"
Ukraine,Israel,UIS_EST
Ukraine,Poland,"NAT_EST"
Ukraine,Poland,UIS_EST
United Arab Emirates,Canada,"NAT_EST"
United Arab Emirates,Côte d'Ivoire,"NAT_EST"
United Arab Emirates,Israel,UIS_EST
United Arab Emirates,Poland,"NAT_EST"
United Arab Emirates,Poland,UIS_EST
United Kingdom,Canada,"NAT_EST"
United Kingdom,Côte d'Ivoire,"NAT_EST"
United Kingdom,Israel,UIS_EST
United Kingdom,Poland,"NAT_EST"
United Kingdom,Poland,UIS_EST
United States,Canada,"NAT_EST"
United States,Côte d'Ivoire,"NAT_EST"
United States,Israel,UIS_EST
United States,Poland,"NAT_EST"
United States,Poland,UIS_EST
Uruguay,Canada,"NAT_EST"
Uruguay,Côte d'Ivoire,"NAT_EST"
Uruguay,Israel,UIS_EST
Uruguay,Poland,"NAT_EST"
Uruguay,Poland,UIS_EST
Uzbekistan,Canada,"NAT_EST"
Uzbekistan,Côte d'Ivoire,"NAT_EST"
Uzbekistan,Israel,UIS_EST
Uzbekistan,Poland,"NAT_EST"
Uzbekistan,Poland,UIS_EST
Vanuatu,Canada,"NAT_EST"
Vanuatu,Côte d'Ivoire,"NAT_EST"
Vanuatu,Israel,UIS_EST
Vanuatu,Poland,"NAT_EST"
Vanuatu,Poland,UIS_EST
Venezuala,Canada,"NAT_EST"
Venezuala,Côte d'Ivoire,"NAT_EST"
Venezuala,Israel,UIS_EST
Venezuala,Poland,"NAT_EST"
Venezuala,Poland,UIS_EST
Viet Nam,Canada,"NAT_EST"
Viet Nam,Côte d'Ivoire,"NAT_EST"
Viet Nam,Israel,UIS_EST
Viet Nam,Poland,"NAT_EST"
Viet Nam,Poland,UIS_EST
Yemen,Canada,"NAT_EST"
Yemen,Côte d'Ivoire,"NAT_EST"
Yemen,Israel,UIS_EST
Yemen,Poland,"NAT_EST"
Yemen,Poland,UIS_EST
Zambia,Canada,"NAT_EST"
Zambia,Côte d'Ivoire,"NAT_EST"
Zambia,Israel,UIS_EST
Zambia,Poland,"NAT_EST"
Zambia,Poland,UIS_EST
Zambia,South Africa,UIS_EST
Zimbabwe,Canada,"NAT_EST"
Zimbabwe,Côte d'Ivoire,"NAT_EST"
Zimbabwe,Israel,UIS_EST
Zimbabwe,Poland,"NAT_EST"
Zimbabwe,Poland,UIS_EST
Zimbabwe,South Africa,UIS_EST
